"Pot_Name","Typology","Start_date","End_date"
"handgevormd wijdmondige pot","Wijster 1","150","425"
"handgevormd biconische pot","Wijster 2","150","350"
"handgevormd situla","Wijster 3","150","350"
"handgevormd kom","Wijster 4","150","425"
"handgevormd geknikt beker","Wijster 5","150","350"
"inheems gedraaid pot","Wijster 6","200","425"
"inheems ruwwandig aardewerk kookpot","Wijster 7","150","400"
"inheems voorraadvat","Wijster 8","150","400"
"Trier Spruchbecher","Trier 1","220","350"
"Trier schaal","Trier 2","250","420"
"Trier beschilderd aardewerk","Trier 3","300","420"
"Trier kookpot","Trier 4","250","420"
"Trier kruik","Trier 5","250","420"
"Trier mortarium","Trier 6","200","400"
"Trier beker","Trier 7","250","420"
"Trier bord","Trier 8","250","420"
"Terra sigillata beker","Dangstetten 1","-15","-7"
"Terra sigillata bord","Dangstetten 2","-15","-7"
"dunwandig beker","Dangstetten 3","-15","-7"
"beschilderd aardewerk vat","Dangstetten 4","-15","-7"
"lokaal ruwwandig aardewerk pot","Dangstetten 5","-15","-7"
"Keltisch handgevormd aardewerk","Dangstetten 6","-15","-7"
"Italische wijnamfoor","Dangstetten 7","-100","-30"
"Terra nigra beker","Dangstetten 8","-15","-7"
"zandruw ovoïde beker","Déchelette 67","30","200"
"zandruw beker","Déchelette 68","50","200"
"cilindrische beker","Déchelette 72","50","200"
"langhalzige beker","Déchelette 74","70","200"
"groot versierd vat","Déchelette 78","50","200"
"halfbolvormige kom","Déchelette 128","70","200"
"biconische pot","Van den Broeke 5a","-700","-250"
"biconische pot variant","Van den Broeke 5b","-700","-250"
"geknikt pot","Van den Broeke 11a","-500","70"
"geknikt pot variant","Van den Broeke 11b","-500","70"
"wijdmondige pot","Van den Broeke 13","-300","100"
"hoekige pot","Van den Broeke 22","-500","70"
"ovoïde pot","Van den Broeke 23","-300","150"
"potvorm","Van den Broeke 44","-200","150"
"biconische voorraadvat","Van den Broeke 52","-700","-200"
"voorraadpot","Van den Broeke 55","-300","100"
"voorraadvat","Van den Broeke 71","-300","100"
"groot voorraadpot","Van den Broeke 77","-300","50"
"Italische wijnamfoor","Pélichet 46","-100","50"
"Gallische wijnamfoor","Pélichet 47","50","300"
"regionaal wijnamfoor","Pélichet 48","50","250"
"Tarraconensisch wijnamfoor","Pascual 1","-100","-20"
"Tarraconensisch wijnamfoor","Pascual 2","-75","25"
"Romano-Belgisch ruwwandig aardewerk pot","Brulet 1","50","270"
"Romano-Belgisch kom","Brulet 2","50","270"
"Romano-Belgisch kookpot","Brulet 3","50","270"
"Romano-Belgisch mortarium","Brulet 4","50","270"
"Romano-Belgisch kruik","Brulet 5","50","270"
"laat-Romeins Belgisch pot","Brulet 6","270","450"
"laat-Romeins Belgisch kom","Brulet 7","270","450"
"laat-Romeins Belgisch voorraadvat","Brulet 8","270","450"
"ACO beker barbotine type","ACO-beker","-25","50"
"ACO beker relief type","ACO-beker","-25","50"
"ACO beker glad type","ACO-beker","-25","50"
"ACO beker applique type","ACO-beker","-25","40"
"Brabant/Hien handgevormd wijdmondige pot","Brabant/Hien","-100","200"
"Brabant/Hien handgevormd biconische pot","Brabant/Hien","-100","150"
"Brabant/Hien handgevormd situla","Brabant/Hien","-100","150"
"Brabant/Hien handgevormd kom","Brabant/Hien","-100","200"
"Brabant/Hien handgevormd kookpot","Brabant/Hien","-50","270"
"Brabant/Hien handgevormd voorraadpot","Brabant/Hien","-100","200"
"Brabant/Hien lokaal gedraaid pot","Brabant/Hien","50","270"
"Brabant/Hien lokaal gedraaid kom","Brabant/Hien","50","270"
"Brabant/Hien handgevormd geknikt kom","Brabant/Hien","-100","100"
"Brabant/Hien handgevormd beker","Brabant/Hien","-50","150"
"Italische/Spaanse wijnamfoor","Dressel 2-5","-30","250"
"Terra sigillata beker","Dragendorff 27g","60","90"
"Adriatische wijnamfoor","Lamboglia 2/Dressel 6A","-130","70"
"Spaanse vissausamfoor","Dressel 7-11","-20","90"
