typology_code,all_forms,abbreviations,pot_name_en,pot_name_nl,pot_name_de,pot_name_fr,ware_type,vessel_form,production_region,date_start,date_end,date_confidence,date_source
Gose 572,Gose 572,Gos. 572|Gos.572|G. 572|G.572,Dolium,dolium,Dolium,Dolium,dolium,,Rhineland (Trier region),-30,300,certain,Gose 1950
Gose 6,Gose 6|Hofheim 6,Gos. 6|Gos.6|G. 6|G.6|Hof. 6|Hof.6|Hofh. 6|Hofh.6,Early Roman two-handled jug,,Frührömische Keramik Krug,Céramique du Haut-Empire cruche,early Roman ware,jug,Rhineland (Trier region),40,80,certain,Gose 1950
Gose 7,Gose 7|Hofheim 7,Gos. 7|Gos.7|G. 7|G.7|Hof. 7|Hof.7|Hofh. 7|Hofh.7,Early Roman bowl,,Frührömische Keramik Schüssel,Céramique du Haut-Empire bol,early Roman ware,bowl,Rhineland (Trier region),40,80,certain,Gose 1950
Gose 8,Gose 8|Hofheim 8,Gos. 8|Gos.8|G. 8|G.8|Hof. 8|Hof.8|Hofh. 8|Hofh.8,Thin-walled beaker,dunwandig beker,Dünnwandige Keramik Becher,Céramique à paroi fine gobelet,thin-walled ware,beaker,Rhineland (Trier region),-20,50,certain,Gose 1950
Gose 84,Gose 84,Gos. 84|Gos.84|G. 84|G.84,Thin-walled faceted beaker,dunwandig gefacetteerd beker,Dünnwandige Keramik Becher,Céramique à paroi fine gobelet,thin-walled ware,beaker,Rhineland (Trier region),-20,70,certain,Gose 1950
Gose 9,Gose 9|Hofheim 9,Gos. 9|Gos.9|G. 9|G.9|Hof. 9|Hof.9|Hofh. 9|Hofh.9,Early Roman bowl,,Frührömische Keramik Schüssel,Céramique du Haut-Empire bol,early Roman ware,bowl,Rhineland (Trier region),40,80,certain,Gose 1950
Haalebos 10.1,Haalebos 10.1,Haal. 10.1|Haal.10.1,Coarse ware lid,ruwwandig aardewerk deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,Rhineland / Nijmegen region,70,200,certain,Haalebos 1990
Haalebos 10.2,Haalebos 10.2,Haal. 10.2|Haal.10.2,Coarse ware lid,ruwwandig aardewerk deksel,Rauwandige Keramik Deckel,Céramique commune couvercle,coarse ware,lid,Rhineland / Nijmegen region,100,250,certain,Haalebos 1990
Haalebos 3.1,Haalebos 3.1,Haal. 3.1|Haal.3.1,Thin-walled beaker,dunwandig beker,Dünnwandige Keramik Becher,Céramique à paroi fine gobelet,thin-walled ware,beaker,Rhineland / Nijmegen region,40,100,certain,Haalebos 1990
Haalebos 3.2,Haalebos 3.2,Haal. 3.2|Haal.3.2,Thin-walled cup,dunwandig beker,Dünnwandige Keramik Becher,Céramique à paroi fine gobelet,thin-walled ware,cup,Rhineland / Nijmegen region,40,120,certain,Haalebos 1990
Haalebos 5.1,Haalebos 5.1,Haal. 5.1|Haal.5.1,Color-coated beaker,geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland / Nijmegen region,70,200,certain,Haalebos 1990
Haalebos 5.2,Haalebos 5.2,Haal. 5.2|Haal.5.2,Color-coated beaker,geverfd beker,Gefärbte Keramik Becher,Céramique engobée gobelet,color-coated ware,beaker,Rhineland / Nijmegen region,100,250,certain,Haalebos 1990
Haalebos 6.1,Haalebos 6.1,Haal. 6.1|Haal.6.1,Smooth-walled jug,gladwandig kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Nijmegen region,40,150,certain,Haalebos 1990
Haalebos 6.2,Haalebos 6.2,Haal. 6.2|Haal.6.2,Smooth-walled jug,gladwandig kruik,Glatttonige Keramik Krug,Céramique lissée cruche,smooth-walled ware,jug,Rhineland / Nijmegen region,70,200,certain,Haalebos 1990
Haalebos 6.3,Haalebos 6.3,Haal. 6.3|Haal.6.3,Smooth-walled flagon,gladwandig kruik,Glatttonige Keramik Krug,Céramique lissée flacon,smooth-walled ware,flagon,Rhineland / Nijmegen region,100,250,certain,Haalebos 1990
Haalebos 7.1,Haalebos 7.1,Haal. 7.1|Haal.7.1,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland / Nijmegen region,40,150,certain,Haalebos 1990
Haalebos 7.2,Haalebos 7.2,Haal. 7.2|Haal.7.2,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland / Nijmegen region,70,200,certain,Haalebos 1990
Haalebos 7.3,Haalebos 7.3,Haal. 7.3|Haal.7.3,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland / Nijmegen region,100,250,certain,Haalebos 1990
Haalebos 8.1,Haalebos 8.1,Haal. 8.1|Haal.8.1,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland / Nijmegen region,40,150,certain,Haalebos 1990
Haalebos 8.2,Haalebos 8.2,Haal. 8.2|Haal.8.2,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland / Nijmegen region,70,200,certain,Haalebos 1990
Haalebos 8.3,Haalebos 8.3,Haal. 8.3|Haal.8.3,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland / Nijmegen region,100,250,certain,Haalebos 1990
Haalebos 9.1,Haalebos 9.1,Haal. 9.1|Haal.9.1,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland / Nijmegen region,70,200,certain,Haalebos 1990
Haalebos 9.2,Haalebos 9.2,Haal. 9.2|Haal.9.2,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland / Nijmegen region,100,250,certain,Haalebos 1990
Haltern 1,Haltern 1,Halt. 1|Halt.1|Ha. 1|Ha.1,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
Haltern 10,Haltern 10,Halt. 10|Halt.10|Ha. 10|Ha.10,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
Haltern 11,Haltern 11|Haltern 31,Halt. 11|Halt.11|Ha. 11|Ha.11|Halt. 31|Halt.31|Ha. 31|Ha.31,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Italian / South Gaulish (early Augustan imports),-15,20,certain,Loeschcke 1909
Haltern 12,Haltern 12|Haltern 33,Halt. 12|Halt.12|Ha. 12|Ha.12|Halt. 33|Halt.33|Ha. 33|Ha.33,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Italian / South Gaulish (early Augustan imports),-15,20,certain,Loeschcke 1909
Haltern 13,Haltern 13,Halt. 13|Halt.13|Ha. 13|Ha.13,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Italian / South Gaulish (early Augustan imports),-15,20,certain,Loeschcke 1909
Haltern 14,Haltern 14|Haltern 7,Halt. 14|Halt.14|Ha. 14|Ha.14|Halt. 7|Halt.7|Ha. 7|Ha.7,Terra sigillata hemispherical bowl,Terra sigillata halfbolvormige kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
Haltern 15,Haltern 15,Halt. 15|Halt.15|Ha. 15|Ha.15,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
Haltern 18,Haltern 18|Haltern 2,Halt. 18|Halt.18|Ha. 18|Ha.18|Halt. 2|Halt.2|Ha. 2|Ha.2,Terra sigillata beaker,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,beaker,Italian / South Gaulish (early Augustan imports),-15,30,certain,Loeschcke 1909
Haltern 1b,Haltern 1b,Halt. 1b|Halt.1b|Ha. 1b|Ha.1b,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,,plate,Italian / South Gaulish (early Augustan imports),-11,9,certain,Loeschcke 1909
Haltern 22,Haltern 22|Haltern 8,Halt. 22|Halt.22|Ha. 22|Ha.22|Halt. 8|Halt.8|Ha. 8|Ha.8,Terra sigillata bowl,Terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Italian / South Gaulish (early Augustan imports),-15,30,certain,Loeschcke 1909
Haltern 3,Haltern 3,Halt. 3|Halt.3|Ha. 3|Ha.3,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
Haltern 4,Haltern 4,Halt. 4|Halt.4|Ha. 4|Ha.4,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
Haltern 40,Haltern 40,Halt. 40|Halt.40|Ha. 40|Ha.40,Mortarium,mortarium,Reibschüssel Reibschüssel,Mortier mortier,mortarium,mortarium,Italian / South Gaulish (early Augustan imports),-15,50,certain,Loeschcke 1909
Haltern 40B,Haltern 40B,Halt. 40B|Halt.40B|Ha. 40B|Ha.40B,thin-walled wheel-thrown pottery,"dunwandig aardewerk, gedraaid",Dünnwandige Keramik Topf,Céramique à paroi fine pot,thin-walled ware,jar,Italian / South Gaulish (early Augustan imports),-11,9,certain,Loeschcke 1909
Haltern 41,Haltern 41,Halt. 41|Halt.41|Ha. 41|Ha.41,Mortarium,mortarium,Reibschüssel Reibschüssel,Mortier mortier,mortarium,mortarium,Italian / South Gaulish (early Augustan imports),-15,50,certain,Loeschcke 1909
Haltern 42,Haltern 42,Halt. 42|Halt.42|Ha. 42|Ha.42,Mortarium,mortarium,Reibschüssel Reibschüssel,Mortier mortier,mortarium,mortarium,Italian / South Gaulish (early Augustan imports),-15,50,certain,Loeschcke 1909
Haltern 45,Haltern 45,Halt. 45|Halt.45|Ha. 45|Ha.45,Baetica fish sauce amphora,Baetica vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,50,certain,Loeschcke 1909
Haltern 47,Haltern 47,Halt. 47|Halt.47|Ha. 47|Ha.47,Baetica wine amphora,Baetica wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,40,certain,Loeschcke 1909
Haltern 50,Haltern 50,Halt. 50|Halt.50|Ha. 50|Ha.50,Italian wine amphora,Italische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-50,30,certain,Loeschcke 1909
Haltern 51,Haltern 51,Halt. 51|Halt.51|Ha. 51|Ha.51,Italian wine amphora,Italische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-130,10,certain,Loeschcke 1909
Haltern 52,Haltern 52,Halt. 52|Halt.52|Ha. 52|Ha.52,Adriatic wine amphora,Adriatische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,30,certain,Loeschcke 1909
Haltern 53,Haltern 53,Halt. 53|Halt.53|Ha. 53|Ha.53,Baetica wine amphora,Baetica wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,40,certain,Loeschcke 1909
Haltern 54,Haltern 54,Halt. 54|Halt.54|Ha. 54|Ha.54,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 55,Haltern 55,Halt. 55|Halt.55|Ha. 55|Ha.55,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 56,Haltern 56,Halt. 56|Halt.56|Ha. 56|Ha.56,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 57,Haltern 57,Halt. 57|Halt.57|Ha. 57|Ha.57,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 58,Haltern 58,Halt. 58|Halt.58|Ha. 58|Ha.58,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 59,Haltern 59,Halt. 59|Halt.59|Ha. 59|Ha.59,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 60,Haltern 60,Halt. 60|Halt.60|Ha. 60|Ha.60,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 61,Haltern 61,Halt. 61|Halt.61|Ha. 61|Ha.61,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 62,Haltern 62,Halt. 62|Halt.62|Ha. 62|Ha.62,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 63,Haltern 63,Halt. 63|Halt.63|Ha. 63|Ha.63,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 64,Haltern 64,Halt. 64|Halt.64|Ha. 64|Ha.64,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 65,Haltern 65,Halt. 65|Halt.65|Ha. 65|Ha.65,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 66,Haltern 66,Halt. 66|Halt.66|Ha. 66|Ha.66,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 67,Haltern 67,Halt. 67|Halt.67|Ha. 67|Ha.67,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 68,Haltern 68,Halt. 68|Halt.68|Ha. 68|Ha.68,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 69,Haltern 69,Halt. 69|Halt.69|Ha. 69|Ha.69,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
Haltern 70,Haltern 70,Halt. 70|Halt.70|Ha. 70|Ha.70,Baetica defrutum amphora,Baetica defrutum-amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-50,100,certain,Loeschcke 1909
Haltern 71,Haltern 71,Halt. 71|Halt.71|Ha. 71|Ha.71,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,30,certain,Loeschcke 1909
Haltern 9,Haltern 9,Halt. 9|Halt.9|Ha. 9|Ha.9,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
Haltern 91,Haltern 91,Halt. 91|Halt.91|Ha. 91|Ha.91,pottery,aardewerk,Topf,pot,,jar,Italian / South Gaulish (early Augustan imports),-11,9,certain,Loeschcke 1909
Hanut,Hanut,Han.,Hanut Krug,Hanut kruik,,,,,NE Gaul / Rhineland,275,450,approximate,Hanut 2000
Hayes 14,Hayes 14,Hay. 14|Hay.14,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),160,220,certain,Hayes 1972
Hayes 27,Hayes 27,Hay. 27|Hay.27,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),180,250,certain,Hayes 1972
Hayes 3,Hayes 3,Hay. 3|Hay.3,African Red Slip ware dish,Afrikaans rood-geslibd aardewerk schotel,Afrikanische Rote Glanztonware Schale,Sigillée africaine plat,African Red Slip,dish,North Africa (Tunisia / Libya),75,125,certain,Hayes 1972
Hayes 50A,Hayes 50A,Hay. 50A|Hay.50A,African Red Slip ware dish,Afrikaans rood-geslibd aardewerk schotel,Afrikanische Rote Glanztonware Schale,Sigillée africaine plat,African Red Slip,dish,North Africa (Tunisia / Libya),150,200,certain,Hayes 1972
Hayes 50B,Hayes 50B,Hay. 50B|Hay.50B,African Red Slip ware dish,Afrikaans rood-geslibd aardewerk schotel,Afrikanische Rote Glanztonware Schale,Sigillée africaine plat,African Red Slip,dish,North Africa (Tunisia / Libya),200,230,certain,Hayes 1972
Hayes 58,Hayes 58,Hay. 58|Hay.58,African Red Slip ware plate,Afrikaans rood-geslibd aardewerk bord,Afrikanische Rote Glanztonware Teller,Sigillée africaine assiette,African Red Slip,plate,North Africa (Tunisia / Libya),300,375,certain,Hayes 1972
Hayes 6,Hayes 6,Hay. 6|Hay.6,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),100,160,certain,Hayes 1972
Hayes 61A,Hayes 61A,Hay. 61A|Hay.61A,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),325,380,certain,Hayes 1972
Hayes 61B,Hayes 61B,Hay. 61B|Hay.61B,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),380,420,certain,Hayes 1972
Hayes 67,Hayes 67,Hay. 67|Hay.67,African Red Slip ware plate,Afrikaans rood-geslibd aardewerk bord,Afrikanische Rote Glanztonware Teller,Sigillée africaine assiette,African Red Slip,plate,North Africa (Tunisia / Libya),360,470,certain,Hayes 1972
Hayes 73,Hayes 73,Hay. 73|Hay.73,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),370,430,certain,Hayes 1972
Hayes 8,Hayes 8,Hay. 8|Hay.8,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),100,200,certain,Hayes 1972
Hayes 80A,Hayes 80A,Hay. 80A|Hay.80A,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),380,450,certain,Hayes 1972
Hayes 91,Hayes 91,Hay. 91|Hay.91,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,,bowl,North Africa (Tunisia / Libya),400,550,certain,Hayes 1972
Hayes 91A,Hayes 91A,Hay. 91A|Hay.91A,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),400,450,certain,Hayes 1972
Hayes 99A,Hayes 99A,Hay. 99A|Hay.99A,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),490,540,certain,Hayes 1972
Hermet 9,Hermet 9,,painted bowl,geverfde kom,Schüssel,bol,,bowl,,100,200,probable,
Hofheim 89,Hofheim 89,Hof. 89|Hof.89|Hofh. 89|Hofh.89,pottery,aardewerk,Topf,pot,,jar,Rhineland / Taunus region,40,100,certain,Ritterling 1912
Holwerda 1,Holwerda 1,Holw. 1|Holw.1|HBW 1|HBW1,Terra rubra tazza,Terra rubra tazza,Terra Rubra Tazza,Terra Rubra tasse,terra rubra,tazza,Low Countries (Netherlands),-50,20,certain,Holwerda 1923
Holwerda 10,Holwerda 10,Holw. 10|Holw.10|HBW 10|HBW10,Terra rubra cup,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,cup,Low Countries (Netherlands),-20,60,certain,Holwerda 1923
Holwerda 11,Holwerda 11,Holw. 11|Holw.11|HBW 11|HBW11,Terra rubra footed cup,Terra rubra op voet beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,cup,Low Countries (Netherlands),-40,20,certain,Holwerda 1923
Holwerda 115,Holwerda 115,Holw. 115|Holw.115|HBW 115|HBW115,Belgic grey ware globular jar,Belgisch grijs aardewerk bolvormige pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
Holwerda 12,Holwerda 12,Holw. 12|Holw.12|HBW 12|HBW12,Terra rubra cup,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,cup,Low Countries (Netherlands),-20,60,certain,Holwerda 1923
Holwerda 120,Holwerda 120,Holw. 120|Holw.120|HBW 120|HBW120,Belgic grey ware jar,Belgisch grijs aardewerk pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
Holwerda 126,Holwerda 126,Holw. 126|Holw.126|HBW 126|HBW126,Belgic grey ware storage jar,Belgisch grijs aardewerk voorraadpot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
Holwerda 13,Holwerda 13,Holw. 13|Holw.13|HBW 13|HBW13,Terra rubra barrel beaker,Terra rubra tonvormige beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,beaker,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
Holwerda 13/14,Holwerda 13/14,Holw. 13/14|Holw.13/14|HBW 13/14|HBW13/14,Terra rubra barrel beaker,Terra rubra tonvormige beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,beaker,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
Holwerda 131,Holwerda 131,Holw. 131|Holw.131|HBW 131|HBW131,Belgic grey ware wide-mouthed jar,Belgisch grijs aardewerk wijdmondige pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
Holwerda 133,Holwerda 133,Holw. 133|Holw.133|HBW 133|HBW133,Belgic grey ware jar,Belgisch grijs aardewerk pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
Holwerda 133-136,Holwerda 133-136,Holw. 133-136|Holw.133-136|HBW 133-136|HBW133-136,Belgic grey ware jar series,Belgisch grijs aardewerk pot series,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
Holwerda 134,Holwerda 134,Holw. 134|Holw.134|HBW 134|HBW134,Belgic grey ware jar,Belgisch grijs aardewerk pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
Holwerda 135,Holwerda 135,Holw. 135|Holw.135|HBW 135|HBW135,Belgic grey ware jar,Belgisch grijs aardewerk pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
Holwerda 136,Holwerda 136,Holw. 136|Holw.136|HBW 136|HBW136,Belgic grey ware jar,Belgisch grijs aardewerk pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
Holwerda 139,Holwerda 139,Holw. 139|Holw.139|HBW 139|HBW139,Belgic grey ware cooking pot,Belgisch grijs aardewerk kookpot,Belgische Grauware Kochtopf,Céramique grise belge pot culinaire,belgic grey ware,cooking pot,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
Holwerda 14,Holwerda 14,Holw. 14|Holw.14|HBW 14|HBW14,Terra rubra barrel beaker,Terra rubra tonvormige beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,beaker,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
Holwerda 140,Holwerda 140,Holw. 140|Holw.140|HBW 140|HBW140,Belgic grey ware jar,Belgisch grijs aardewerk pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
Holwerda 140-142,Holwerda 140-142,Holw. 140-142|Holw.140-142|HBW 140-142|HBW140-142,Belgic grey ware jar series,Belgisch grijs aardewerk pot series,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
Holwerda 141,Holwerda 141,Holw. 141|Holw.141|HBW 141|HBW141,pottery,aardewerk,Topf,pot,,jar,Low Countries (Netherlands),100,275,certain,Holwerda 1923
Holwerda 142,Holwerda 142,Holw. 142|Holw.142|HBW 142|HBW142,Belgian grey: pot,Belgisch grijs:pot,Topf,pot,,jar,Low Countries (Netherlands),100,275,certain,Holwerda 1923
Holwerda 143,Holwerda 143,Holw. 143|Holw.143|HBW 143|HBW143,Belgian grey: pot,Belgisch grijs:pot,Topf,pot,,jar,Low Countries (Netherlands),100,275,certain,Holwerda 1923
Holwerda 151,Holwerda 151,Holw. 151|Holw.151|HBW 151|HBW151,Belgian grey: plate,Belgisch grijs:bord,Teller,assiette,,plate,Low Countries (Netherlands),100,275,certain,Holwerda 1923
Holwerda 160,Holwerda 160,Holw. 160|Holw.160|HBW 160|HBW160,Belgian grey: plate,Belgisch grijs:bord,Teller,assiette,,plate,Low Countries (Netherlands),100,275,certain,Holwerda 1923
Holwerda 161,Holwerda 161,Holw. 161|Holw.161|HBW 161|HBW161,Belgian grey: plate,Belgisch grijs:bord,Teller,assiette,,plate,Low Countries (Netherlands),100,275,certain,Holwerda 1923
Holwerda 17,Holwerda 17,Holw. 17|Holw.17|HBW 17|HBW17,pottery,aardewerk,Topf,pot,,jar,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
Holwerda 17/18,Holwerda 17/18,Holw. 17/18|Holw.17/18|HBW 17/18|HBW17/18,pottery,aardewerk,Topf,pot,,jar,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
