id,typology_code,synonyms,abbreviations,pot_name_en,pot_name_nl,pot_name_de,pot_name_fr,ware_type,vessel_form,production_region,date_start,date_end,date_confidence,date_source
510,Haalebos 6.3,,Haal. 6.3|Haal.6.3,Smooth-walled flagon,gladwandig kruik,Glatttonige Keramik Krug,Céramique lissée flacon,smooth-walled ware,flagon,Rhineland / Nijmegen region,100,250,certain,Haalebos 1990
511,Haalebos 7.1,,Haal. 7.1|Haal.7.1,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland / Nijmegen region,40,150,certain,Haalebos 1990
512,Haalebos 7.2,,Haal. 7.2|Haal.7.2,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland / Nijmegen region,70,200,certain,Haalebos 1990
513,Haalebos 7.3,,Haal. 7.3|Haal.7.3,Coarse ware cooking pot,ruwwandig aardewerk kookpot,Rauwandige Keramik Kochtopf,Céramique commune pot culinaire,coarse ware,cooking pot,Rhineland / Nijmegen region,100,250,certain,Haalebos 1990
514,Haalebos 8.1,,Haal. 8.1|Haal.8.1,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland / Nijmegen region,40,150,certain,Haalebos 1990
515,Haalebos 8.2,,Haal. 8.2|Haal.8.2,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland / Nijmegen region,70,200,certain,Haalebos 1990
516,Haalebos 8.3,,Haal. 8.3|Haal.8.3,Coarse ware bowl,ruwwandig aardewerk kom,Rauwandige Keramik Schüssel,Céramique commune bol,coarse ware,bowl,Rhineland / Nijmegen region,100,250,certain,Haalebos 1990
517,Haalebos 9.1,,Haal. 9.1|Haal.9.1,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland / Nijmegen region,70,200,certain,Haalebos 1990
518,Haalebos 9.2,,Haal. 9.2|Haal.9.2,Coarse ware plate,ruwwandig aardewerk bord,Rauwandige Keramik Teller,Céramique commune assiette,coarse ware,plate,Rhineland / Nijmegen region,100,250,certain,Haalebos 1990
519,Haltern 1,,Halt. 1|Halt.1|Ha. 1|Ha.1,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
520,Haltern 10,,Halt. 10|Halt.10|Ha. 10|Ha.10,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
521,Haltern 11,Haltern 31,Halt. 11|Halt.11|Ha. 11|Ha.11,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Italian / South Gaulish (early Augustan imports),-15,20,certain,Loeschcke 1909
522,Haltern 12,Haltern 33,Halt. 12|Halt.12|Ha. 12|Ha.12,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Italian / South Gaulish (early Augustan imports),-15,20,certain,Loeschcke 1909
523,Haltern 13,,Halt. 13|Halt.13|Ha. 13|Ha.13,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Italian / South Gaulish (early Augustan imports),-15,20,certain,Loeschcke 1909
524,Haltern 14,Haltern 7,Halt. 14|Halt.14|Ha. 14|Ha.14,Terra sigillata hemispherical bowl,Terra sigillata halfbolvormige kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
525,Haltern 15,,Halt. 15|Halt.15|Ha. 15|Ha.15,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
526,Haltern 18,Haltern 2,Halt. 18|Halt.18|Ha. 18|Ha.18,Terra sigillata beaker,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,beaker,Italian / South Gaulish (early Augustan imports),-15,30,certain,Loeschcke 1909
527,Haltern 2,Haltern 18,Halt. 2|Halt.2|Ha. 2|Ha.2,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
528,Haltern 22,Haltern 8,Halt. 22|Halt.22|Ha. 22|Ha.22,Terra sigillata bowl,Terra sigillata kom,Terra Sigillata Schüssel,Sigillée bol,terra sigillata,bowl,Italian / South Gaulish (early Augustan imports),-15,30,certain,Loeschcke 1909
529,Haltern 3,,Halt. 3|Halt.3|Ha. 3|Ha.3,Terra sigillata cup,Terra sigillata beker,Terra Sigillata Becher,Sigillée gobelet,terra sigillata,cup,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
530,Haltern 31,Haltern 11,Halt. 31|Halt.31|Ha. 31|Ha.31,Coarse ware jar,ruwwandig aardewerk pot,Rauwandige Keramik Topf,Céramique commune pot,coarse ware,jar,Italian / South Gaulish (early Augustan imports),-15,30,certain,Loeschcke 1909
531,Haltern 33,Haltern 12,Halt. 33|Halt.33|Ha. 33|Ha.33,Coarse ware jar,ruwwandig aardewerk pot,Rauwandige Keramik Topf,Céramique commune pot,coarse ware,jar,Italian / South Gaulish (early Augustan imports),-15,30,certain,Loeschcke 1909
532,Haltern 4,,Halt. 4|Halt.4|Ha. 4|Ha.4,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
533,Haltern 40,,Halt. 40|Halt.40|Ha. 40|Ha.40,Mortarium,mortarium,Reibschüssel Reibschüssel,Mortier mortier,mortarium,mortarium,Italian / South Gaulish (early Augustan imports),-15,50,certain,Loeschcke 1909
534,Haltern 41,,Halt. 41|Halt.41|Ha. 41|Ha.41,Mortarium,mortarium,Reibschüssel Reibschüssel,Mortier mortier,mortarium,mortarium,Italian / South Gaulish (early Augustan imports),-15,50,certain,Loeschcke 1909
535,Haltern 42,,Halt. 42|Halt.42|Ha. 42|Ha.42,Mortarium,mortarium,Reibschüssel Reibschüssel,Mortier mortier,mortarium,mortarium,Italian / South Gaulish (early Augustan imports),-15,50,certain,Loeschcke 1909
536,Haltern 45,,Halt. 45|Halt.45|Ha. 45|Ha.45,Baetica fish sauce amphora,Baetica vissausamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,50,certain,Loeschcke 1909
537,Haltern 47,,Halt. 47|Halt.47|Ha. 47|Ha.47,Baetica wine amphora,Baetica wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,40,certain,Loeschcke 1909
538,Haltern 50,,Halt. 50|Halt.50|Ha. 50|Ha.50,Italian wine amphora,Italische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-50,30,certain,Loeschcke 1909
539,Haltern 51,,Halt. 51|Halt.51|Ha. 51|Ha.51,Italian wine amphora,Italische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-130,10,certain,Loeschcke 1909
540,Haltern 52,,Halt. 52|Halt.52|Ha. 52|Ha.52,Adriatic wine amphora,Adriatische wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,30,certain,Loeschcke 1909
541,Haltern 53,,Halt. 53|Halt.53|Ha. 53|Ha.53,Baetica wine amphora,Baetica wijnamfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,40,certain,Loeschcke 1909
542,Haltern 54,,Halt. 54|Halt.54|Ha. 54|Ha.54,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
543,Haltern 55,,Halt. 55|Halt.55|Ha. 55|Ha.55,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
544,Haltern 56,,Halt. 56|Halt.56|Ha. 56|Ha.56,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
545,Haltern 57,,Halt. 57|Halt.57|Ha. 57|Ha.57,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
546,Haltern 58,,Halt. 58|Halt.58|Ha. 58|Ha.58,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
547,Haltern 59,,Halt. 59|Halt.59|Ha. 59|Ha.59,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
548,Haltern 60,,Halt. 60|Halt.60|Ha. 60|Ha.60,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
549,Haltern 61,,Halt. 61|Halt.61|Ha. 61|Ha.61,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
550,Haltern 62,,Halt. 62|Halt.62|Ha. 62|Ha.62,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
551,Haltern 63,,Halt. 63|Halt.63|Ha. 63|Ha.63,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
552,Haltern 64,,Halt. 64|Halt.64|Ha. 64|Ha.64,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
553,Haltern 65,,Halt. 65|Halt.65|Ha. 65|Ha.65,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
554,Haltern 66,,Halt. 66|Halt.66|Ha. 66|Ha.66,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
555,Haltern 67,,Halt. 67|Halt.67|Ha. 67|Ha.67,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
556,Haltern 68,,Halt. 68|Halt.68|Ha. 68|Ha.68,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
557,Haltern 69,,Halt. 69|Halt.69|Ha. 69|Ha.69,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,25,certain,Loeschcke 1909
558,Haltern 7,Haltern 14,Halt. 7|Halt.7|Ha. 7|Ha.7,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
559,Haltern 70,,Halt. 70|Halt.70|Ha. 70|Ha.70,Baetica defrutum amphora,Baetica defrutum-amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-50,100,certain,Loeschcke 1909
560,Haltern 71,,Halt. 71|Halt.71|Ha. 71|Ha.71,Amphora,amfoor,Amphore Amphore,Amphore amphore,amphora,amphora,Italian / South Gaulish (early Augustan imports),-15,30,certain,Loeschcke 1909
561,Haltern 8,Haltern 22,Halt. 8|Halt.8|Ha. 8|Ha.8,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
562,Haltern 9,,Halt. 9|Halt.9|Ha. 9|Ha.9,Terra sigillata plate,Terra sigillata bord,Terra Sigillata Teller,Sigillée assiette,terra sigillata,plate,Italian / South Gaulish (early Augustan imports),-15,15,certain,Loeschcke 1909
563,Hanut,,Han.,Hanut Krug,Hanut kruik,,,,,NE Gaul / Rhineland,275,450,approximate,Hanut 2000
564,Hayes 14,,Hay. 14|Hay.14,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),160,220,certain,Hayes 1972
565,Hayes 27,,Hay. 27|Hay.27,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),180,250,certain,Hayes 1972
566,Hayes 3,,Hay. 3|Hay.3,African Red Slip ware dish,Afrikaans rood-geslibd aardewerk schotel,Afrikanische Rote Glanztonware Schale,Sigillée africaine plat,African Red Slip,dish,North Africa (Tunisia / Libya),75,125,certain,Hayes 1972
567,Hayes 50A,,Hay. 50A|Hay.50A,African Red Slip ware dish,Afrikaans rood-geslibd aardewerk schotel,Afrikanische Rote Glanztonware Schale,Sigillée africaine plat,African Red Slip,dish,North Africa (Tunisia / Libya),150,200,certain,Hayes 1972
568,Hayes 50B,,Hay. 50B|Hay.50B,African Red Slip ware dish,Afrikaans rood-geslibd aardewerk schotel,Afrikanische Rote Glanztonware Schale,Sigillée africaine plat,African Red Slip,dish,North Africa (Tunisia / Libya),200,230,certain,Hayes 1972
569,Hayes 58,,Hay. 58|Hay.58,African Red Slip ware plate,Afrikaans rood-geslibd aardewerk bord,Afrikanische Rote Glanztonware Teller,Sigillée africaine assiette,African Red Slip,plate,North Africa (Tunisia / Libya),300,375,certain,Hayes 1972
570,Hayes 6,,Hay. 6|Hay.6,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),100,160,certain,Hayes 1972
571,Hayes 61A,,Hay. 61A|Hay.61A,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),325,380,certain,Hayes 1972
572,Hayes 61B,,Hay. 61B|Hay.61B,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),380,420,certain,Hayes 1972
573,Hayes 67,,Hay. 67|Hay.67,African Red Slip ware plate,Afrikaans rood-geslibd aardewerk bord,Afrikanische Rote Glanztonware Teller,Sigillée africaine assiette,African Red Slip,plate,North Africa (Tunisia / Libya),360,470,certain,Hayes 1972
574,Hayes 73,,Hay. 73|Hay.73,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),370,430,certain,Hayes 1972
575,Hayes 8,,Hay. 8|Hay.8,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),100,200,certain,Hayes 1972
576,Hayes 80A,,Hay. 80A|Hay.80A,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),380,450,certain,Hayes 1972
577,Hayes 91A,,Hay. 91A|Hay.91A,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),400,450,certain,Hayes 1972
578,Hayes 99A,,Hay. 99A|Hay.99A,African Red Slip ware bowl,Afrikaans rood-geslibd aardewerk kom,Afrikanische Rote Glanztonware Schüssel,Sigillée africaine bol,African Red Slip,bowl,North Africa (Tunisia / Libya),490,540,certain,Hayes 1972
579,Hofheim 1,Gose 1,Hof. 1|Hof.1|Hofh. 1|Hofh.1,Early Roman cup,vroeg-Romeins beker,Frührömische Keramik Becher,Céramique du Haut-Empire gobelet,early Roman ware,cup,Rhineland / Taunus region,15,80,certain,Ritterling 1912
580,Hofheim 10,Gose 10,Hof. 10|Hof.10|Hofh. 10|Hofh.10,Early Roman jug,vroeg-Romeins kruik,Frührömische Keramik Krug,Céramique du Haut-Empire cruche,early Roman ware,jug,Rhineland / Taunus region,40,80,certain,Ritterling 1912
581,Hofheim 11,Gose 11,Hof. 11|Hof.11|Hofh. 11|Hofh.11,Early Roman beaker,vroeg-Romeins beker,Frührömische Keramik Becher,Céramique du Haut-Empire gobelet,early Roman ware,beaker,Rhineland / Taunus region,40,80,certain,Ritterling 1912
582,Hofheim 12,Gose 12,Hof. 12|Hof.12|Hofh. 12|Hofh.12,Early Roman cup,vroeg-Romeins beker,Frührömische Keramik Becher,Céramique du Haut-Empire gobelet,early Roman ware,cup,Rhineland / Taunus region,40,80,certain,Ritterling 1912
583,Hofheim 2,Gose 2,Hof. 2|Hof.2|Hofh. 2|Hofh.2,Early Roman cup,vroeg-Romeins beker,Frührömische Keramik Becher,Céramique du Haut-Empire gobelet,early Roman ware,cup,Rhineland / Taunus region,-10,70,certain,Ritterling 1912
584,Hofheim 22,Gose 22|Gose 232|Stuart 16,Hof. 22|Hof.22|Hofh. 22|Hofh.22,Early Roman cup,vroeg-Romeins beker,Frührömische Keramik Becher,Céramique du Haut-Empire gobelet,early Roman ware,cup,Rhineland / Taunus region,40,100,certain,Ritterling 1912
585,Hofheim 3,Gose 3,Hof. 3|Hof.3|Hofh. 3|Hofh.3,Early Roman bowl,vroeg-Romeins kom,Frührömische Keramik Schüssel,Céramique du Haut-Empire bol,early Roman ware,bowl,Rhineland / Taunus region,-10,70,certain,Ritterling 1912
586,Hofheim 4,Gose 4,Hof. 4|Hof.4|Hofh. 4|Hofh.4,Early Roman one-handled jug,vroeg-Romeins éénhandige kruik,Frührömische Keramik Krug,Céramique du Haut-Empire cruche,early Roman ware,jug,Rhineland / Taunus region,40,80,certain,Ritterling 1912
587,Hofheim 5,Gose 384|Gose 5|Stuart 107,Hof. 5|Hof.5|Hofh. 5|Hofh.5,Early Roman one-handled jug,vroeg-Romeins éénhandige kruik,Frührömische Keramik Krug,Céramique du Haut-Empire cruche,early Roman ware,jug,Rhineland / Taunus region,-10,130,certain,Ritterling 1912
588,Hofheim 50,Gose 396|Gose 50,Hof. 50|Hof.50|Hofh. 50|Hofh.50,Early Roman ring-neck jug,vroeg-Romeins ringhals kruik,Frührömische Keramik Krug,Céramique du Haut-Empire cruche,early Roman ware,jug,Rhineland / Taunus region,40,100,certain,Ritterling 1912
589,Hofheim 51,Gose 403|Gose 51,Hof. 51|Hof.51|Hofh. 51|Hofh.51,Early Roman ring-neck jug,vroeg-Romeins ringhals kruik,Frührömische Keramik Krug,Céramique du Haut-Empire cruche,early Roman ware,jug,Rhineland / Taunus region,40,100,certain,Ritterling 1912
590,Hofheim 6,Gose 6,Hof. 6|Hof.6|Hofh. 6|Hofh.6,Early Roman two-handled jug,vroeg-Romeins tweehandige kruik,Frührömische Keramik Krug,Céramique du Haut-Empire cruche,early Roman ware,jug,Rhineland / Taunus region,40,80,certain,Ritterling 1912
591,Hofheim 7,Gose 7,Hof. 7|Hof.7|Hofh. 7|Hofh.7,Early Roman bowl,vroeg-Romeins kom,Frührömische Keramik Schüssel,Céramique du Haut-Empire bol,early Roman ware,bowl,Rhineland / Taunus region,40,80,certain,Ritterling 1912
592,Hofheim 8,Gose 8,Hof. 8|Hof.8|Hofh. 8|Hofh.8,Early Roman cup,vroeg-Romeins beker,Frührömische Keramik Becher,Céramique du Haut-Empire gobelet,early Roman ware,cup,Rhineland / Taunus region,40,80,certain,Ritterling 1912
593,Hofheim 9,Gose 9,Hof. 9|Hof.9|Hofh. 9|Hofh.9,Early Roman bowl,vroeg-Romeins kom,Frührömische Keramik Schüssel,Céramique du Haut-Empire bol,early Roman ware,bowl,Rhineland / Taunus region,40,80,certain,Ritterling 1912
594,Holwerda 1,,Holw. 1|Holw.1|HBW 1|HBW1,Terra rubra tazza,Terra rubra tazza,Terra Rubra Tazza,Terra Rubra tasse,terra rubra,tazza,Low Countries (Netherlands),-50,20,certain,Holwerda 1923
595,Holwerda 10,,Holw. 10|Holw.10|HBW 10|HBW10,Terra rubra cup,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,cup,Low Countries (Netherlands),-20,60,certain,Holwerda 1923
596,Holwerda 11,,Holw. 11|Holw.11|HBW 11|HBW11,Terra rubra footed cup,Terra rubra op voet beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,cup,Low Countries (Netherlands),-40,20,certain,Holwerda 1923
597,Holwerda 115,,Holw. 115|Holw.115|HBW 115|HBW115,Belgic grey ware globular jar,Belgisch grijs aardewerk bolvormige pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
598,Holwerda 12,,Holw. 12|Holw.12|HBW 12|HBW12,Terra rubra cup,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,cup,Low Countries (Netherlands),-20,60,certain,Holwerda 1923
599,Holwerda 120,,Holw. 120|Holw.120|HBW 120|HBW120,Belgic grey ware jar,Belgisch grijs aardewerk pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
600,Holwerda 126,,Holw. 126|Holw.126|HBW 126|HBW126,Belgic grey ware storage jar,Belgisch grijs aardewerk voorraadpot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
601,Holwerda 13,,Holw. 13|Holw.13|HBW 13|HBW13,Terra rubra barrel beaker,Terra rubra tonvormige beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,beaker,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
602,Holwerda 13/14,,Holw. 13/14|Holw.13/14|HBW 13/14|HBW13/14,Terra rubra barrel beaker,Terra rubra tonvormige beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,beaker,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
603,Holwerda 131,,Holw. 131|Holw.131|HBW 131|HBW131,Belgic grey ware wide-mouthed jar,Belgisch grijs aardewerk wijdmondige pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
604,Holwerda 133,,Holw. 133|Holw.133|HBW 133|HBW133,Belgic grey ware jar,Belgisch grijs aardewerk pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
605,Holwerda 133-136,,Holw. 133-136|Holw.133-136|HBW 133-136|HBW133-136,Belgic grey ware jar series,Belgisch grijs aardewerk pot series,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
606,Holwerda 134,,Holw. 134|Holw.134|HBW 134|HBW134,Belgic grey ware jar,Belgisch grijs aardewerk pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
607,Holwerda 135,,Holw. 135|Holw.135|HBW 135|HBW135,Belgic grey ware jar,Belgisch grijs aardewerk pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
608,Holwerda 136,,Holw. 136|Holw.136|HBW 136|HBW136,Belgic grey ware jar,Belgisch grijs aardewerk pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
609,Holwerda 139,,Holw. 139|Holw.139|HBW 139|HBW139,Belgic grey ware cooking pot,Belgisch grijs aardewerk kookpot,Belgische Grauware Kochtopf,Céramique grise belge pot culinaire,belgic grey ware,cooking pot,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
610,Holwerda 14,,Holw. 14|Holw.14|HBW 14|HBW14,Terra rubra barrel beaker,Terra rubra tonvormige beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,beaker,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
611,Holwerda 140,,Holw. 140|Holw.140|HBW 140|HBW140,Belgic grey ware jar,Belgisch grijs aardewerk pot,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
612,Holwerda 140-142,,Holw. 140-142|Holw.140-142|HBW 140-142|HBW140-142,Belgic grey ware jar series,Belgisch grijs aardewerk pot series,Belgische Grauware Topf,Céramique grise belge pot,belgic grey ware,jar,Low Countries (Netherlands),-25,150,certain,Holwerda 1923
613,Holwerda 2,,Holw. 2|Holw.2|HBW 2|HBW2,Terra rubra cup,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,cup,Low Countries (Netherlands),-40,20,certain,Holwerda 1923
614,Holwerda 25,,Holw. 25|Holw.25|HBW 25|HBW25,Terra nigra flask-shaped pot,Terra nigra flesvormige pot,Terra Nigra Flasche,Terra Nigra flacon,terra nigra,flask,Low Countries (Netherlands),-30,70,certain,Holwerda 1923
615,Holwerda 26,,Holw. 26|Holw.26|HBW 26|HBW26,Terra nigra pointed-belly pot,Terra nigra spitsbuikige pot,Terra Nigra Topf,Terra Nigra pot,terra nigra,jar,Low Countries (Netherlands),-30,60,certain,Holwerda 1923
616,Holwerda 27,,Holw. 27|Holw.27|HBW 27|HBW27,Terra nigra round-oval pot,Terra nigra rondovale pot,Terra Nigra Topf,Terra Nigra pot,terra nigra,jar,Low Countries (Netherlands),-25,70,certain,Holwerda 1923
617,Holwerda 28,,Holw. 28|Holw.28|HBW 28|HBW28,Terra nigra pot,Terra nigra pot,Terra Nigra Topf,Terra Nigra pot,terra nigra,jar,Low Countries (Netherlands),-20,70,certain,Holwerda 1923
618,Holwerda 29,,Holw. 29|Holw.29|HBW 29|HBW29,Terra nigra pot,Terra nigra pot,Terra Nigra Topf,Terra Nigra pot,terra nigra,jar,Low Countries (Netherlands),-20,80,certain,Holwerda 1923
619,Holwerda 3,,Holw. 3|Holw.3|HBW 3|HBW3,Terra rubra beaker,Terra rubra beker,Terra Rubra Becher,Terra Rubra gobelet,terra rubra,beaker,Low Countries (Netherlands),-30,50,certain,Holwerda 1923
620,Holwerda 30,,Holw. 30|Holw.30|HBW 30|HBW30,Terra nigra pot,Terra nigra pot,Terra Nigra Topf,Terra Nigra pot,terra nigra,jar,Low Countries (Netherlands),-20,80,certain,Holwerda 1923
621,Holwerda 31,,Holw. 31|Holw.31|HBW 31|HBW31,Terra nigra storage jar,Terra nigra voorraadpot,Terra Nigra Topf,Terra Nigra pot,terra nigra,jar,Low Countries (Netherlands),-20,80,certain,Holwerda 1923
