abr_combined_code,combined_label_nl,combined_uri,ware_label_nl,ware_uri,form_code,form_label_nl,typology_abr
ROODKOM.WESTBRAB,roodbakkend geglazuurd:kom - Westbrabants (Bergen op Zoom/Oosterhout),https://data.cultureelerfgoed.nl/term/id/abr/8a87a6d3-e41d-49b4-b8f3-b3739dcdea1f,roodbakkend aardewerk West-Brabant,https://data.cultureelerfgoed.nl/term/id/abr/c1b661fc-bc0c-48bc-8a88-e636b6788797,KOM.KOM,kom,Westbrabants (Bergen op Zoom/Oosterhout)
ROODKRK,roodbakkend aardewerk:kruik,https://data.cultureelerfgoed.nl/term/id/abr/189151f2-5c1f-4cb6-a8f0-ca26aec496f5,roodbakkend aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/f3b129bd-6a5d-4dd8-ac15-4a2e13260809,MKKRUIK,kruik,
ROODKRK.SLIBVERS,roodbakkend geglazuurd:kruik - slibversierd,https://data.cultureelerfgoed.nl/term/id/abr/f4d851ac-44f1-4a39-ab52-d0dcfb157c10,roodbakkend aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/f3b129bd-6a5d-4dd8-ac15-4a2e13260809,MKKRUIK,kruik,slibversierd
ROODMAASL.DEKSEL,roodbakkend Maaslands aardewerk:deksel,https://data.cultureelerfgoed.nl/term/id/abr/9385d797-fbf2-4afe-b307-2049d6b7c24f,roodbakkend Maaslands aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/905d085c-d182-4ebf-b1d1-9be0525d5231,DEKSEL,deksel,
ROODMAASL.GRAPE,roodbakkend Maaslands aardewerk:grape,https://data.cultureelerfgoed.nl/term/id/abr/d5b75d94-5690-432a-8b98-c1c49fbf6fa6,roodbakkend Maaslands aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/905d085c-d182-4ebf-b1d1-9be0525d5231,GRAPE,grape,
ROODMAASL.KAN,roodbakkend Maaslands aardewerk:kan,https://data.cultureelerfgoed.nl/term/id/abr/1d950392-8288-4c64-8ee3-93119ee4ec6f,roodbakkend Maaslands aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/905d085c-d182-4ebf-b1d1-9be0525d5231,KAN,kan,
ROODMAASL.KOM,roodbakkend Maaslands aardewerk:kom,https://data.cultureelerfgoed.nl/term/id/abr/e643db30-445a-4a90-83e0-a4cbc3342683,roodbakkend Maaslands aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/905d085c-d182-4ebf-b1d1-9be0525d5231,KOM.KOM,kom,
ROODMAASL.PISPOT,roodbakkend Maaslands aardewerk:pispot,https://data.cultureelerfgoed.nl/term/id/abr/1e079c75-5069-4c57-91a9-63fc26579e28,roodbakkend Maaslands aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/905d085c-d182-4ebf-b1d1-9be0525d5231,PISPOT,pispot,
ROODMAASL.POT,roodbakkend Maaslands aardewerk:pot,https://data.cultureelerfgoed.nl/term/id/abr/153e4098-7e96-4523-974d-2a3674996861,roodbakkend Maaslands aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/905d085c-d182-4ebf-b1d1-9be0525d5231,POT,pot,
ROODMAASL.STEELKOM,roodbakkend Maaslands aardewerk:steelkom,https://data.cultureelerfgoed.nl/term/id/abr/9774757d-b733-40a1-898a-ae95594d9dd9,roodbakkend Maaslands aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/905d085c-d182-4ebf-b1d1-9be0525d5231,STEELKOM,steelkom,
ROODPAN,roodbakkend aardewerk:bakpan,https://data.cultureelerfgoed.nl/term/id/abr/3b40fb0e-002c-4fc2-b638-1b57fa8cdd5d,roodbakkend aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/f3b129bd-6a5d-4dd8-ac15-4a2e13260809,PAN.BAK,bakpan,
ROODPAN.WESTBRAB,roodbakkend geglazuurd:steelpan - Westbrabants (Bergen op Zoom/Oosterhout),https://data.cultureelerfgoed.nl/term/id/abr/2967c6c6-7e87-4ca4-bf49-0c73ce783e8a,roodbakkend aardewerk West-Brabant,https://data.cultureelerfgoed.nl/term/id/abr/c1b661fc-bc0c-48bc-8a88-e636b6788797,PAN.BAK,bakpan,Westbrabants (Bergen op Zoom/Oosterhout)
ROODPLAT,roodbakkend geglazuurd:platte (sluit)pan,https://data.cultureelerfgoed.nl/term/id/abr/07f6c8cd-08a2-4a47-9df9-8ef18294f4b5,roodbakkend aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/f3b129bd-6a5d-4dd8-ac15-4a2e13260809,GRAPE,grape,
ROODPLAT.WESTBRAB,roodbakkend geglazuurd:platte (sluit)pan - Westbrabants (Bergen op Zoom / Oosterhout),https://data.cultureelerfgoed.nl/term/id/abr/4e71f60f-1f49-4a1f-9705-3cf5de68e841,roodbakkend aardewerk West-Brabant,https://data.cultureelerfgoed.nl/term/id/abr/c1b661fc-bc0c-48bc-8a88-e636b6788797,GRAPE,grape,Westbrabants (Bergen op Zoom / Oosterhout)
ROODPOT,"roodbakkend (geglazuurd):pot, bolvormig",https://data.cultureelerfgoed.nl/term/id/abr/5843f830-f4f3-4fd5-88f1-e3936c8de90e,roodbakkend aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/f3b129bd-6a5d-4dd8-ac15-4a2e13260809,POT,pot,
ROODTEIL,roodbakkend geglazuurd:teil,https://data.cultureelerfgoed.nl/term/id/abr/75961a4c-7f83-4f14-9813-15c8ebc87529,roodbakkend aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/f3b129bd-6a5d-4dd8-ac15-4a2e13260809,KOM.KOM,kom,
ROODTEIL.SLIBVERS,roodbakkend geglazuurd:teil - slibversierd,https://data.cultureelerfgoed.nl/term/id/abr/907cc275-8b04-44f8-ac8a-29fad197fc42,roodbakkend aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/f3b129bd-6a5d-4dd8-ac15-4a2e13260809,KOM.KOM,kom,slibversierd
ROODTEIL.WESTBRAB,roodbakkend geglazuurd:teil - Westbrabants (Bergen op Zoom/Oosterhout),https://data.cultureelerfgoed.nl/term/id/abr/6befca0e-aebc-4d8a-bdc3-3ef3407ccb5d,roodbakkend aardewerk West-Brabant,https://data.cultureelerfgoed.nl/term/id/abr/c1b661fc-bc0c-48bc-8a88-e636b6788797,KOM.KOM,kom,Westbrabants (Bergen op Zoom/Oosterhout)
ROODTEST,roodbakkend aardewerk:test,https://data.cultureelerfgoed.nl/term/id/abr/ccbfad71-730c-4df3-b830-be5757eb8d69,roodbakkend aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/f3b129bd-6a5d-4dd8-ac15-4a2e13260809,TEST,test,
ROODTUIT,roodbakkend geglazuurd:tuitpot,https://data.cultureelerfgoed.nl/term/id/abr/10fa72e0-d8f5-4391-92f0-9428a7aa9def,roodbakkend aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/f3b129bd-6a5d-4dd8-ac15-4a2e13260809,POT,pot,
ROODTUIT.WESTBRAB,roodbakkend geglazuurd:tuitpot - Westbrabants (Bergen op Zoom / Oosterhout),https://data.cultureelerfgoed.nl/term/id/abr/f9cdf053-da6a-4fda-a32c-5430c53f5ca5,roodbakkend aardewerk West-Brabant,https://data.cultureelerfgoed.nl/term/id/abr/c1b661fc-bc0c-48bc-8a88-e636b6788797,TUITPOT,tuitpot,Westbrabants (Bergen op Zoom / Oosterhout)
ROODVAT,roodbakkend (geglazuurd):voorraadvat,https://data.cultureelerfgoed.nl/term/id/abr/c0dbbf95-ce76-4049-8f50-3d2785d38aee,roodbakkend aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/f3b129bd-6a5d-4dd8-ac15-4a2e13260809,POT,pot,
ROODVERF,roodgeverfd aardewerk:onbepaald,https://data.cultureelerfgoed.nl/term/id/abr/afd1f17b-bb78-44fd-9d92-5900098d7ee5,roodgeverfd aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4acaa10c-8a97-4905-8a41-1873da66fa89,XXX,object onbepaald,
ROODVERF.BORD,roodgeverfd aardewerk:bord,https://data.cultureelerfgoed.nl/term/id/abr/b8c8bb67-edbd-4eee-b7d9-793349804776,roodgeverfd aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4acaa10c-8a97-4905-8a41-1873da66fa89,BORD,bord,
ROODVERF.KOM,roodgeverfd aardewerk:kom,https://data.cultureelerfgoed.nl/term/id/abr/772d2e3a-2fd2-4a3c-9d99-8fb1ea43a0f2,roodgeverfd aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4acaa10c-8a97-4905-8a41-1873da66fa89,KOM.KOM,kom,
ROODVERF.RUBA1A/B,roodgeverfd aw. - Rubenach A1a/A1b:standring/dikke rand,https://data.cultureelerfgoed.nl/term/id/abr/518f581a-9713-41df-b0f4-55a2c4da8512,roodgeverfd aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4acaa10c-8a97-4905-8a41-1873da66fa89,BORD,bord,Rubenach A1a/A1b:standring/dikke rand
ROODVERF.RUBA2A/B,roodgeverfd aw. - Rubenach A2a/A2b:standring,https://data.cultureelerfgoed.nl/term/id/abr/e6ed41ed-b3c6-459f-8c98-28fea70f06c0,roodgeverfd aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4acaa10c-8a97-4905-8a41-1873da66fa89,BORD,bord,Rubenach A2a/A2b:standring
ROODVERF.RUBA3A/B,roodgeverfd aw. - Rubenach A3a/A3b:verticale rand,https://data.cultureelerfgoed.nl/term/id/abr/937bdb3f-628a-41cb-b4cf-4ae28173e43b,roodgeverfd aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4acaa10c-8a97-4905-8a41-1873da66fa89,BORD,bord,Rubenach A3a/A3b:verticale rand
ROODVERF.RUBA5,roodgeverfd aw. - Rubenach A5:S-profiel/op voet,https://data.cultureelerfgoed.nl/term/id/abr/b2ba5de2-6cb3-429b-b549-4472f8ccf83a,roodgeverfd aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4acaa10c-8a97-4905-8a41-1873da66fa89,BORD,bord,Rubenach A5:S-profiel/op voet
ROODVERF.TRIA1,roodgeverfd aw. - Trier A1:horizontale randlip,https://data.cultureelerfgoed.nl/term/id/abr/5b169ffe-d3b0-4f17-be92-946aaa8c6641,roodgeverfd aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4acaa10c-8a97-4905-8a41-1873da66fa89,BORD,bord,Trier A1:horizontale randlip
ROODVERF.TRIA2,roodgeverfd aw. - Trier A2:bolle wand,https://data.cultureelerfgoed.nl/term/id/abr/eec69ec6-93bb-4228-b453-eca3cd6bde37,roodgeverfd aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4acaa10c-8a97-4905-8a41-1873da66fa89,BORD,bord,Trier A2:bolle wand
ROODVERF.TRIA3,"roodgeverfd aw. - Trier A3:standring, dikke rand",https://data.cultureelerfgoed.nl/term/id/abr/736a2b56-ce1d-4108-8413-594f42a8ad83,roodgeverfd aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4acaa10c-8a97-4905-8a41-1873da66fa89,BORD,bord,"Trier A3:standring, dikke rand"
ROODVERF.TRIA4,"roodgeverfd aw. - Trier A4:standvoet, dikke lip",https://data.cultureelerfgoed.nl/term/id/abr/ed8ad0db-92a9-4e18-8cdf-237641705d06,roodgeverfd aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4acaa10c-8a97-4905-8a41-1873da66fa89,BORD,bord,"Trier A4:standvoet, dikke lip"
ROODVERF.TRIA5,roodgeverfd aw. - Trier A5:zonder voet,https://data.cultureelerfgoed.nl/term/id/abr/2b41d3a4-1787-4f6e-a8c7-c363bd99a1b3,roodgeverfd aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4acaa10c-8a97-4905-8a41-1873da66fa89,BORD,bord,Trier A5:zonder voet
ROODVERF.TRIA6,roodgeverfd aw. - Trier A6:miniatuurvorm,https://data.cultureelerfgoed.nl/term/id/abr/66cd741a-7ae5-4bd0-b480-419f42f9f5e8,roodgeverfd aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4acaa10c-8a97-4905-8a41-1873da66fa89,BORD,bord,Trier A6:miniatuurvorm
ROODZALF,roodbakkend aardewerk:zalfpot,https://data.cultureelerfgoed.nl/term/id/abr/664597dc-2c41-4a78-9314-d4771f5e7cf8,roodbakkend aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/f3b129bd-6a5d-4dd8-ac15-4a2e13260809,ZALFPOT,zalfpot,
ROS,Rössen-aardewerk:onbepaald,https://data.cultureelerfgoed.nl/term/id/abr/f058d929-2a3c-44db-b613-9a1e82e03739,Rössen-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/73968d0a-5251-4904-b6ee-729f361cc76b,,aardewerk:onbepaald (PREH),
ROS.BEKER,Rössen-aardewerk:beker,https://data.cultureelerfgoed.nl/term/id/abr/61503108-12ce-479d-8497-fff5122c7cdd,Rössen-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/73968d0a-5251-4904-b6ee-729f361cc76b,BEKER,beker,
ROS.MISBAKSL,Rössen-aardewerk:misbaksel,https://data.cultureelerfgoed.nl/term/id/abr/0ce81cf1-9b62-4697-8ea6-6647f8dd42a4,Rössen-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/73968d0a-5251-4904-b6ee-729f361cc76b,MISBAKSL,misbaksel,
ROS.POT,Rössen-aardewerk:pot,https://data.cultureelerfgoed.nl/term/id/abr/c50099df-26ec-424c-9d9e-938dc1ee7a8f,Rössen-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/73968d0a-5251-4904-b6ee-729f361cc76b,POT,pot,
ROSFLES,Roessen-fles,https://data.cultureelerfgoed.nl/term/id/abr/7291524d-e35c-4ee5-8f48-95f7eb568d2c,Rössen-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/73968d0a-5251-4904-b6ee-729f361cc76b,FLES,fles,
ROSKOGLB,Roessen-kogelbeker,https://data.cultureelerfgoed.nl/term/id/abr/871b18ec-96f1-433e-8d5f-64cd8224fc92,Rössen-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/73968d0a-5251-4904-b6ee-729f361cc76b,BEKER,beker,
ROSKOGLB.NECKAR,Roessen-kogelbeker - type Neckar,https://data.cultureelerfgoed.nl/term/id/abr/9086f3b8-96d4-49d8-ba5b-88466612d533,Rössen-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/73968d0a-5251-4904-b6ee-729f361cc76b,BEKER,beker,type Neckar
ROSKOGLB.PLANIG,Roessen-kogelbeker - type Planig-Friedberg,https://data.cultureelerfgoed.nl/term/id/abr/6684fbe5-a865-4d43-b708-9500f59a8af8,Rössen-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/73968d0a-5251-4904-b6ee-729f361cc76b,BEKER,beker,type Planig-Friedberg
ROSKOGLP,Roessen-kogelpot,https://data.cultureelerfgoed.nl/term/id/abr/d64a95b6-a9c2-4731-935b-62e4fa7a5045,Rössen-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/73968d0a-5251-4904-b6ee-729f361cc76b,POT,pot,
ROSKOM,Rössen-aardewerk:kom,https://data.cultureelerfgoed.nl/term/id/abr/d2c94a4f-3131-445b-9172-904b08511563,Rössen-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/73968d0a-5251-4904-b6ee-729f361cc76b,KOM.KOM,kom,
ROSSCHL,Rössen-schaal,https://data.cultureelerfgoed.nl/term/id/abr/0cd43ba7-8e32-4207-bb96-8f47242e3a31,Rössen-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/73968d0a-5251-4904-b6ee-729f361cc76b,KOM.KOM,kom,
ROSSCHO,Rössen-aardewerk:schotel,https://data.cultureelerfgoed.nl/term/id/abr/ae494be5-6bd8-4bc0-8210-3d115e721062,Rössen-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/73968d0a-5251-4904-b6ee-729f361cc76b,SCHAAL,schaal,
ROSVRPOT,Rössen-voorraadpot,https://data.cultureelerfgoed.nl/term/id/abr/5919e492-8147-444c-a5c3-7bd501830285,Rössen-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/73968d0a-5251-4904-b6ee-729f361cc76b,POT,pot,
ROSWAN,Roessen-wan,https://data.cultureelerfgoed.nl/term/id/abr/cfaa92c1-d62a-435a-a43e-5dbd87dbdd49,Rössen-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/73968d0a-5251-4904-b6ee-729f361cc76b,WAN,wan,
ROSZEEF,Roessen-zeef,https://data.cultureelerfgoed.nl/term/id/abr/87050844-12a5-44ad-be36-159fa5186412,Rössen-aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/73968d0a-5251-4904-b6ee-729f361cc76b,ZEEF,zeef,
RRA.NM,"ruwwandig Romeins aardewerk, Noord-Menapisch:onbepaald",https://data.cultureelerfgoed.nl/term/id/abr/640ec591-5dac-4cfa-9555-4daaa7c428c9,"ruwwandig aardewerk, Noord-Menapisch",https://data.cultureelerfgoed.nl/term/id/abr/4f53533b-ef77-4a50-8b2a-433be613823a,,aardewerk:onbepaald (ROM),
RUWBEKER,ruwwandig Romeins aardewerk:beker,https://data.cultureelerfgoed.nl/term/id/abr/ebc3abc6-0dce-4877-a7da-d99d37f2eab4,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,BEKER,beker,
RUWBEKER.ST204A,ruwwandige beker - Stuart 204A,https://data.cultureelerfgoed.nl/term/id/abr/1f2c4e1c-6ea7-4be5-8391-be61b58b6275,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,BEKER,beker,Stuart 204A
RUWBEKER.ST204B,ruwwandige beker - Stuart 204B:barbotine versiering,https://data.cultureelerfgoed.nl/term/id/abr/6b5f9f07-fa0f-4f00-8416-cd4a7b3f0084,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,BEKER,beker,Stuart 204B:barbotine versiering
RUWBORD,ruwwandig Romeins aardewerk:bord,https://data.cultureelerfgoed.nl/term/id/abr/29d1fde2-3661-42ed-a587-08206b64ba10,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,BORD,bord,
RUWBORD.ALZ29,ruwwandig bord - Alzei 29,https://data.cultureelerfgoed.nl/term/id/abr/bc791a3d-3fc7-4c23-bd60-0d2548e6eb83,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,BORD,bord,Alzei 29
RUWBORD.ALZ34,ruwwandig bord - Alzei 34,https://data.cultureelerfgoed.nl/term/id/abr/246a8081-a52e-4365-90d9-820f6a248986,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,BORD,bord,Alzei 34
RUWBORD.NB110,ruwwandig bord - Niederbieber 110,https://data.cultureelerfgoed.nl/term/id/abr/123421b3-ce00-47e2-b676-a96152b44d81,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,BORD,bord,Niederbieber 110
RUWBORD.NB111,ruwwandig bord - Niederbieber 111,https://data.cultureelerfgoed.nl/term/id/abr/42fa73fa-0361-46b4-922e-0a9cec7b3c28,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,BORD,bord,Niederbieber 111
RUWBORD.NB112,ruwwandig bord - Niederbieber 112,https://data.cultureelerfgoed.nl/term/id/abr/6cadf03c-e580-446b-8a27-2b95b0a33dac,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,BORD,bord,Niederbieber 112
RUWBORD.NB113,ruwwandig bord - Niederbieber 113,https://data.cultureelerfgoed.nl/term/id/abr/9002dfd3-2b39-4b7d-87da-5915735d9bd1,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,BORD,bord,Niederbieber 113
RUWBORD.ST215,ruwwandig bord - Stuart 215,https://data.cultureelerfgoed.nl/term/id/abr/61a99a2e-4879-4ee7-be49-1763ddd7c242,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,BORD,bord,Stuart 215
RUWBORD.ST215216,ruwwandig bord - Stuart 215-216,https://data.cultureelerfgoed.nl/term/id/abr/8df3f354-b761-4f82-8e2f-9e145648c947,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,BORD,bord,Stuart 215-216
RUWBORD.ST216,ruwwandig bord - Stuart 216,https://data.cultureelerfgoed.nl/term/id/abr/bda848b9-c1f0-47cd-af50-9d677764cb45,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,BORD,bord,Stuart 216
RUWBORD.ST217,ruwwandig bord - Stuart 217,https://data.cultureelerfgoed.nl/term/id/abr/8cecc61d-9837-407a-be3d-cfc57521418b,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,BORD,bord,Stuart 217
RUWBORD.ST218,ruwwandig bord - Stuart 218,https://data.cultureelerfgoed.nl/term/id/abr/b875dc60-6824-4be7-9322-56f1af8e41c8,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,BORD,bord,Stuart 218
RUWDEKSL,ruwwandig Romeins aardewerk:deksel,https://data.cultureelerfgoed.nl/term/id/abr/e5598609-a462-49ab-a8bb-b4c856a98e5a,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,DEKSEL,deksel,
RUWDEKSL.NB120B,ruwwandig deksel - Niederbieber 120b:stolpdeksel,https://data.cultureelerfgoed.nl/term/id/abr/c9083c51-ac1a-480a-8955-f7e2c4617755,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,DEKSEL,deksel,Niederbieber 120b:stolpdeksel
RUWDEKSL.ST219,ruwwandig deksel - Stuart 219,https://data.cultureelerfgoed.nl/term/id/abr/7098e14d-9f33-4b1b-8c4f-bd5c69504efd,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,DEKSEL,deksel,Stuart 219
RUWEIFEL,"ruwwandig Romeins aardewerk, Eifel (Mayen, Speicher):onbepaald",https://data.cultureelerfgoed.nl/term/id/abr/a5f8766e-23b1-46ec-8295-61ac143b2d8a,"ruwwandig aardewerk, Eifel (Mayen, Speicher)",https://data.cultureelerfgoed.nl/term/id/abr/ef22e0a1-afcd-4dbf-9fc9-0324113b63e7,,aardewerk:onbepaald (ROM),
RUWEIFEL.BAK,"ruwwandig aardewerk, Eifel (Mayen, Speicher):bak",https://data.cultureelerfgoed.nl/term/id/abr/70775553-cc9f-4223-8b46-b3ffc14c7f6c,"ruwwandig aardewerk, Eifel (Mayen, Speicher)",https://data.cultureelerfgoed.nl/term/id/abr/ef22e0a1-afcd-4dbf-9fc9-0324113b63e7,BAK,bak,
RUWEIFEL.BEKER,"ruwwandig aardewerk, Eifel (Mayen, Speicher):beker",https://data.cultureelerfgoed.nl/term/id/abr/c0094d68-0f0c-47b8-a765-c63b5a330954,"ruwwandig aardewerk, Eifel (Mayen, Speicher)",https://data.cultureelerfgoed.nl/term/id/abr/ef22e0a1-afcd-4dbf-9fc9-0324113b63e7,BEKER,beker,
RUWEIFEL.KAN,"ruwwandig aardewerk, Eifel (Mayen, Speicher):kan",https://data.cultureelerfgoed.nl/term/id/abr/7fe3b519-b828-49f4-a1c7-29495b59cf6f,"ruwwandig aardewerk, Eifel (Mayen, Speicher)",https://data.cultureelerfgoed.nl/term/id/abr/ef22e0a1-afcd-4dbf-9fc9-0324113b63e7,KAN,kan,
RUWEIFEL.KOM,"ruwwandig aardewerk, Eifel (Mayen, Speicher):kom",https://data.cultureelerfgoed.nl/term/id/abr/b09cbef0-67e1-44a9-bc66-c2374e4df11d,"ruwwandig aardewerk, Eifel (Mayen, Speicher)",https://data.cultureelerfgoed.nl/term/id/abr/ef22e0a1-afcd-4dbf-9fc9-0324113b63e7,KOM.KOM,kom,
RUWEIFEL.OORPOT,"ruwwandig aardewerk, Eifel (Mayen, Speicher):oorpot",https://data.cultureelerfgoed.nl/term/id/abr/7d15292d-d348-4da6-83bb-226ee012179c,"ruwwandig aardewerk, Eifel (Mayen, Speicher)",https://data.cultureelerfgoed.nl/term/id/abr/ef22e0a1-afcd-4dbf-9fc9-0324113b63e7,OORPOT,oorpot,
RUWEIFEL.POT,"ruwwandig aardewerk, Eifel (Mayen, Speicher):pot",https://data.cultureelerfgoed.nl/term/id/abr/1c479c70-0977-4091-8ba4-77307f41c633,"ruwwandig aardewerk, Eifel (Mayen, Speicher)",https://data.cultureelerfgoed.nl/term/id/abr/ef22e0a1-afcd-4dbf-9fc9-0324113b63e7,POT,pot,
RUWGRT2,"ruwwandig Romeins aardewerk, regionaal grijs T2:onbepaald",https://data.cultureelerfgoed.nl/term/id/abr/21e68585-3c22-4eea-af6e-b0edbd31b5f1,"ruwwandig aardewerk, regionaal grijs T2",https://data.cultureelerfgoed.nl/term/id/abr/938caaa2-87d2-45ec-b2d1-d5fdfbe81575,,aardewerk:onbepaald (ROM),
RUWGRT2.KOM,"ruwwandig aardewerk, regionaal grijs T2:kom",https://data.cultureelerfgoed.nl/term/id/abr/c41f8e43-5d27-4328-a514-bb2bda10100e,"ruwwandig aardewerk, regionaal grijs T2",https://data.cultureelerfgoed.nl/term/id/abr/938caaa2-87d2-45ec-b2d1-d5fdfbe81575,KOM.KOM,kom,
RUWGRT2.POT,"ruwwandig aardewerk, regionaal grijs T2:pot",https://data.cultureelerfgoed.nl/term/id/abr/81362637-a684-4d00-bb7d-4932084835c2,"ruwwandig aardewerk, regionaal grijs T2",https://data.cultureelerfgoed.nl/term/id/abr/938caaa2-87d2-45ec-b2d1-d5fdfbe81575,POT,pot,
RUWHEERL,"ruwwandig Romeins aardewerk, Heerlen:onbepaald",https://data.cultureelerfgoed.nl/term/id/abr/9da5460e-59fb-49ed-89b4-abe8d4922fe3,"ruwwandig aardewerk, Heerlen",https://data.cultureelerfgoed.nl/term/id/abr/7dc405ba-ecb7-4ada-b157-597484f44b6a,,aardewerk:onbepaald (ROM),
RUWHEERL.BEKER,"ruwwandig aardewerk, Heerlen:beker",https://data.cultureelerfgoed.nl/term/id/abr/e5cdbec8-3a61-439b-94ef-717d6ec4fdb0,"ruwwandig aardewerk, Heerlen",https://data.cultureelerfgoed.nl/term/id/abr/7dc405ba-ecb7-4ada-b157-597484f44b6a,BEKER,beker,
RUWHEERL.DEKSEL,"ruwwandig aardewerk, Heerlen:deksel",https://data.cultureelerfgoed.nl/term/id/abr/81490654-8cca-460a-a6e3-958031d31d81,"ruwwandig aardewerk, Heerlen",https://data.cultureelerfgoed.nl/term/id/abr/7dc405ba-ecb7-4ada-b157-597484f44b6a,DEKSEL,deksel,
